1ab7ef6a-d1d4-4a4f-90a2-882aed18af14  {"id": "1ab7ef6a-d1d4-4a4f-90a2-882aed18af14","approved": true,"created": "2018-06-29T00:00:00.000Z","created_by": "28d0f99c-d137-11e8-a8d5-f2801f1b9fd1","manual_po": false,"po_number": "268758","order_type": "One-Time","re_encumber": false,"total_estimated_price": 127.94,"total_items": 3,"vendor": "50fb88ea-cdf1-11e8-a8d5-f2801f1b9fd1","workflow_status": "Open"}
1d6a455f-29c5-4e51-84d9-e28450ef86ad  {"id": "1d6a455f-29c5-4e51-84d9-e28450ef86ad","approved": true,"created": "2019-05-15T00:00:00.000Z","created_by": "28d0fb04-d137-11e8-a8d5-f2801f1b9fd1","manual_po": false,"po_number": "36547","order_type": "One-Time","re_encumber": false,"total_estimated_price": 25.00,"total_items": 1,"vendor": "168f8a86-d26c-406e-813f-c9927f241vc3","workflow_status": "Closed"}
05bdf3c8-01f0-4ddb-bd6c-6efd465f9e33  {"id": "05bdf3c8-01f0-4ddb-bd6c-6efd465f9e33","approved": true,"created": "2018-07-19T00:00:00.000Z","created_by": "28d100f4-d137-11e8-a8d5-f2801f1b9fd1","notes": ["DVD plus 3 years streaming"],"manual_po": false,"po_number": "313000","order_type": "One-Time","re_encumber": false,"total_estimated_price": 500.00,"total_items": 2,"vendor": "50fb8a2a-cdf1-11e8-a8d5-f2801f1b9fd1","workflow_status": "Open"}
07f65192-44a4-483d-97aa-b137bbd96390  {"id": "07f65192-44a4-483d-97aa-b137bbd96390","approved": true,"created": "2018-07-18T00:00:00.000Z","created_by": "28d102a2-d137-11e8-a8d5-f2801f1b9fd1","manual_po": false,"po_number": "S60402","order_type": "Ongoing","re_encumber": false,"total_estimated_price": 200000.00,"total_items": 80,"vendor": "50fb8b56-cdf1-11e8-a8d5-f2801f1b9fd1","workflow_status": "Closed"}
8c328a18-5761-4329-95f6-599412c32310  {"id": "8c328a18-5761-4329-95f6-599412c32310","approved": true,"created": "2018-07-18T00:00:00.000Z","created_by": "28d10432-d137-11e8-a8d5-f2801f1b9fd1","manual_po": true,"po_number": "14383007","order_type": "Ongoing","re_encumber": false,"total_estimated_price": 0.00,"total_items": 1,"vendor": "50fb8c82-cdf1-11e8-a8d5-f2801f1b9fd1","workflow_status": "Open"}
55b97a4a-6601-4488-84e1-8b0d47a3f523  {"id": "55b97a4a-6601-4488-84e1-8b0d47a3f523","approved": true,"created": "2018-07-19T00:00:00.000Z","created_by": "28d1057c-d137-11e8-a8d5-f2801f1b9fd1","manual_po": false,"po_number": "101113","order_type": "Ongoing","re_encumber": false,"total_estimated_price": 240.00,"total_items": 1,"vendor": "50fb8da4-cdf1-11e8-a8d5-f2801f1b9fd1","workflow_status": "Pending"}
589a6016-3463-49f6-8aa2-dc315d0665fd  {"id": "589a6016-3463-49f6-8aa2-dc315d0665fd","approved": true,"created": "2018-07-19T00:00:00.000Z","created_by": "28d1057c-d137-11e8-a8d5-f2801f1b9fd1","manual_po": true,"po_number": "101101","order_type": "Ongoing","re_encumber": false,"total_estimated_price": 900.00,"total_items": 1,"vendor": "50fb90ec-cdf1-11e8-a8d5-f2801f1b9fd1","workflow_status": "Pending"}
0610be6d-0ddd-494b-b867-19f63d8b5d6d  {"id": "0610be6d-0ddd-494b-b867-19f63d8b5d6d","approved": true,"created": "2015-07-08T00:00:00.000Z","created_by": "28d10afe-d137-11e8-a8d5-f2801f1b9fd1","notes": ["2 titles received: Publication and London topographical record"],"manual_po": false,"po_number": "52590","order_type": "One-Time","re_encumber": false,"total_estimated_price": 0.00,"total_items": 1,"vendor": "50fb8c82-cdf1-11e8-a8d5-f2801f1b9fd1","workflow_status": "Pending"}
9447d062-89ec-486e-a14b-572f3efb9f8c  {"id": "9447d062-89ec-486e-a14b-572f3efb9f8c","approved": true,"created": "2018-07-19T00:00:00.000Z","created_by": "28d1057c-d137-11e8-a8d5-f2801f1b9fd1","manual_po": false,"po_number": "101125","order_type": "One-Time","re_encumber": false,"total_estimated_price": 200.00,"total_items": 2,"vendor": "50fb88ea-cdf1-11e8-a8d5-f2801f1b9fd1","workflow_status": "Pending"}
c27e60f9-6361-44c1-976e-0c4821a33a7d  {"id": "c27e60f9-6361-44c1-976e-0c4821a33a7d","approved": true,"created": "2014-09-22T00:00:00.000Z","created_by": "28d10afe-d137-11e8-a8d5-f2801f1b9fd1","notes": ["Cataloging record service"],"manual_po": true,"po_number": "38434","order_type": "Ongoing","re_encumber": false,"total_estimated_price": 0.00,"total_items": 1,"vendor": "50fb922c-cdf1-11e8-a8d5-f2801f1b9fd1","workflow_status": "Pending"}
